type of use,quarter,"Constant prices, reference year 2025, SEK million"
--- local government gross fixed capital formation,1987K2,14057
--- local government gross fixed capital formation,1987K3,13481
--- local government gross fixed capital formation,1987K4,20053
--- local government gross fixed capital formation,1988K1,13696
--- local government gross fixed capital formation,1988K2,15316
--- local government gross fixed capital formation,1988K3,15211
--- local government gross fixed capital formation,1988K4,21058
--- local government gross fixed capital formation,1989K1,14492
--- local government gross fixed capital formation,1989K2,17289
--- local government gross fixed capital formation,1989K3,15553
--- local government gross fixed capital formation,1989K4,23114
--- local government gross fixed capital formation,1990K1,13887
--- local government gross fixed capital formation,1990K2,15257
--- local government gross fixed capital formation,1990K3,14288
--- local government gross fixed capital formation,1990K4,20208
--- local government gross fixed capital formation,1991K1,14661
--- local government gross fixed capital formation,1991K2,16242
--- local government gross fixed capital formation,1991K3,15658
--- local government gross fixed capital formation,1991K4,24138
--- local government gross fixed capital formation,1992K1,14736
--- local government gross fixed capital formation,1992K2,15400
--- local government gross fixed capital formation,1992K3,14817
--- local government gross fixed capital formation,1992K4,22123
--- local government gross fixed capital formation,1993K1,13394
--- local government gross fixed capital formation,1993K2,15517
--- local government gross fixed capital formation,1993K3,14623
--- local government gross fixed capital formation,1993K4,21324
--- local government gross fixed capital formation,1994K1,14745
--- local government gross fixed capital formation,1994K2,17946
--- local government gross fixed capital formation,1994K3,18302
--- local government gross fixed capital formation,1994K4,23502
--- local government gross fixed capital formation,1995K1,14421
--- local government gross fixed capital formation,1995K2,17664
--- local government gross fixed capital formation,1995K3,17811
--- local government gross fixed capital formation,1995K4,23946
--- local government gross fixed capital formation,1996K1,13963
--- local government gross fixed capital formation,1996K2,17106
--- local government gross fixed capital formation,1996K3,16882
--- local government gross fixed capital formation,1996K4,22727
--- local government gross fixed capital formation,1997K1,13688
--- local government gross fixed capital formation,1997K2,16323
--- local government gross fixed capital formation,1997K3,16298
--- local government gross fixed capital formation,1997K4,21118
--- local government gross fixed capital formation,1998K1,12997
--- local government gross fixed capital formation,1998K2,16594
--- local government gross fixed capital formation,1998K3,15814
--- local government gross fixed capital formation,1998K4,20194
--- local government gross fixed capital formation,1999K1,13758
--- local government gross fixed capital formation,1999K2,17937
--- local government gross fixed capital formation,1999K3,17194
--- local government gross fixed capital formation,1999K4,22867
--- local government gross fixed capital formation,2000K1,12886
--- local government gross fixed capital formation,2000K2,15562
--- local government gross fixed capital formation,2000K3,14977
--- local government gross fixed capital formation,2000K4,22196
--- local government gross fixed capital formation,2001K1,12834
--- local government gross fixed capital formation,2001K2,17164
--- local government gross fixed capital formation,2001K3,16488
--- local government gross fixed capital formation,2001K4,24216
--- local government gross fixed capital formation,2002K1,13712
--- local government gross fixed capital formation,2002K2,19293
--- local government gross fixed capital formation,2002K3,16934
--- local government gross fixed capital formation,2002K4,26728
--- local government gross fixed capital formation,2003K1,13609
--- local government gross fixed capital formation,2003K2,17105
--- local government gross fixed capital formation,2003K3,15859
--- local government gross fixed capital formation,2003K4,24340
--- local government gross fixed capital formation,2004K1,12914
--- local government gross fixed capital formation,2004K2,16636
--- local government gross fixed capital formation,2004K3,14851
--- local government gross fixed capital formation,2004K4,22849
--- local government gross fixed capital formation,2005K1,13150
--- local government gross fixed capital formation,2005K2,17987
--- local government gross fixed capital formation,2005K3,16670
--- local government gross fixed capital formation,2005K4,24333
--- local government gross fixed capital formation,2006K1,13632
--- local government gross fixed capital formation,2006K2,21171
--- local government gross fixed capital formation,2006K3,18485
--- local government gross fixed capital formation,2006K4,29404
--- local government gross fixed capital formation,2007K1,16619
--- local government gross fixed capital formation,2007K2,21141
--- local government gross fixed capital formation,2007K3,19747
--- local government gross fixed capital formation,2007K4,30318
--- local government gross fixed capital formation,2008K1,16117
--- local government gross fixed capital formation,2008K2,22429
--- local government gross fixed capital formation,2008K3,20539
--- local government gross fixed capital formation,2008K4,30278
--- local government gross fixed capital formation,2009K1,16786
--- local government gross fixed capital formation,2009K2,21157
--- local government gross fixed capital formation,2009K3,19156
--- local government gross fixed capital formation,2009K4,29809
--- local government gross fixed capital formation,2010K1,15532
--- local government gross fixed capital formation,2010K2,19576
--- local government gross fixed capital formation,2010K3,23583
--- local government gross fixed capital formation,2010K4,35030
--- local government gross fixed capital formation,2011K1,17045
--- local government gross fixed capital formation,2011K2,23387
--- local government gross fixed capital formation,2011K3,22826
--- local government gross fixed capital formation,2011K4,33535
--- local government gross fixed capital formation,2012K1,20880
--- local government gross fixed capital formation,2012K2,24884
--- local government gross fixed capital formation,2012K3,22067
--- local government gross fixed capital formation,2012K4,34240
--- local government gross fixed capital formation,2013K1,20426
--- local government gross fixed capital formation,2013K2,28071
--- local government gross fixed capital formation,2013K3,25444
--- local government gross fixed capital formation,2013K4,37646
--- local government gross fixed capital formation,2014K1,29270
--- local government gross fixed capital formation,2014K2,30265
--- local government gross fixed capital formation,2014K3,27238
--- local government gross fixed capital formation,2014K4,39522
--- local government gross fixed capital formation,2015K1,31090
--- local government gross fixed capital formation,2015K2,31837
--- local government gross fixed capital formation,2015K3,28981
--- local government gross fixed capital formation,2015K4,41411
--- local government gross fixed capital formation,2016K1,24308
--- local government gross fixed capital formation,2016K2,33932
--- local government gross fixed capital formation,2016K3,32426
--- local government gross fixed capital formation,2016K4,46542
--- local government gross fixed capital formation,2017K1,25666
--- local government gross fixed capital formation,2017K2,39747
--- local government gross fixed capital formation,2017K3,35012
--- local government gross fixed capital formation,2017K4,49658
--- local government gross fixed capital formation,2018K1,30926
--- local government gross fixed capital formation,2018K2,41370
--- local government gross fixed capital formation,2018K3,36862
--- local government gross fixed capital formation,2018K4,54212
--- local government gross fixed capital formation,2019K1,31658
--- local government gross fixed capital formation,2019K2,41360
--- local government gross fixed capital formation,2019K3,37845
--- local government gross fixed capital formation,2019K4,55072
--- local government gross fixed capital formation,2020K1,29963
--- local government gross fixed capital formation,2020K2,39715
--- local government gross fixed capital formation,2020K3,38714
--- local government gross fixed capital formation,2020K4,51981
--- local government gross fixed capital formation,2021K1,33635
--- local government gross fixed capital formation,2021K2,38143
--- local government gross fixed capital formation,2021K3,33128
--- local government gross fixed capital formation,2021K4,47453
--- local government gross fixed capital formation,2022K1,26876
--- local government gross fixed capital formation,2022K2,35347
--- local government gross fixed capital formation,2022K3,32087
--- local government gross fixed capital formation,2022K4,47024
--- local government gross fixed capital formation,2023K1,28821
--- local government gross fixed capital formation,2023K2,38098
--- local government gross fixed capital formation,2023K3,34246
